Protocol,Model_1,Model_2,MAE_Model_1,MAE_Model_2,MAE_Difference_M1_minus_M2,RMSE_Difference_M1_minus_M2,MASE_48_Difference_M1_minus_M2,Percentage_MAE_Improvement_M1_vs_M2,Percentage_MASE_Improvement_M1_vs_M2,Paired_Cohens_d_Absolute_Error,Practical_Winner
A,Holt_Winters,DHR_ARIMA,179.62294129326145,26.646643448801345,152.9762978444601,219.34332495297724,1.3068422096403691,-574.0921859009657,-574.0921859009657,0.7390313620019039,DHR_ARIMA
A,Holt_Winters,LSTM,179.62294129326145,47.01906813585456,132.6038731574069,198.06710199826392,1.1328051537767847,-282.0214828040995,-282.0214828040995,0.6196499477538744,LSTM
A,Holt_Winters,Chronos_Bolt_Tiny,179.62294129326145,32.33201165869716,147.2909296345643,224.75355269188694,1.2582733838893776,-455.5575792480692,-455.5575792480692,0.7395665780771845,Chronos_Bolt_Tiny
A,Holt_Winters,TimesFM,179.62294129326145,16.38829156817394,163.2346497250875,243.13244241849875,1.3944770094613077,-996.0443347376681,-996.0443347376681,0.8090315617934173,TimesFM
A,DHR_ARIMA,LSTM,26.646643448801345,47.01906813585456,-20.372424687053215,-21.27622295471332,-0.17403705586358442,43.328006051056015,43.328006051056015,-0.41575330930056736,DHR_ARIMA
A,DHR_ARIMA,Chronos_Bolt_Tiny,26.646643448801345,32.33201165869716,-5.685368209895817,5.41022773890969,-0.04856882575099153,17.584331806853346,17.584331806853346,-0.14849654826388273,DHR_ARIMA
A,DHR_ARIMA,TimesFM,26.646643448801345,16.38829156817394,10.258351880627405,23.789117465521517,0.08763479982093866,-62.59561491174054,-62.59561491174054,0.33764587252982825,TimesFM
A,LSTM,Chronos_Bolt_Tiny,47.01906813585456,32.33201165869716,14.687056477157398,26.68645069362301,0.1254682301125929,-45.4257428588012,-45.4257428588012,0.27620494773417903,Chronos_Bolt_Tiny
A,LSTM,TimesFM,47.01906813585456,16.38829156817394,30.63077656768062,45.06534042023483,0.2616718556845231,-186.90646575489043,-186.90646575489043,0.6447383204768291,TimesFM
A,Chronos_Bolt_Tiny,TimesFM,32.33201165869716,16.38829156817394,15.943720090523222,18.378889726611828,0.1362036255719302,-97.28726160502248,-97.28726160502248,0.6174416633617633,TimesFM
